Geneid	SRR17869115	SRR17869118	SRR17869121	SRR17869116	SRR17869119	SRR17869122
100008567	0	0	0	1	0	2
100009600	1	1	3	0	0	1
100009609	0	0	0	0	0	0
100009614	0	0	0	0	0	0
100009664	0	0	0	0	0	0
100012	0	0	0	0	0	0
100017	1573	1832	752	1220	1275	966
100019	868	546	756	740	567	785
100033459	1304	1372	1	1738	1069	6
100034251	1935	2383	1003	1804	2178	1088
100034361	118	123	156	131	116	154
100034363	0	0	0	0	0	0
100034684	2	0	0	0	2	2
100034726	281	249	232	272	254	276
100034729	0	0	0	0	0	0
100034739	0	1	3	0	1	2
100034748	0	0	2	0	0	2
100036518	0	0	0	0	0	0
100036520	0	0	0	0	0	0
100036521	363	318	241	308	323	278
100036523	6	6	10	5	5	12
100036537	0	0	0	0	0	0
100036568	0	0	0	0	0	0
100036571	0	0	0	0	0	0
100036572	0	0	0	0	0	0
100036768	149	172	138	150	190	144
100037258	3081	2792	3572	2679	2552	4093
100037260	0	0	5	0	0	3
100037262	25	31	23	32	29	29
100037278	21	21	26	27	31	35
100037282	148	114	134	165	127	152
100037283	3559	2999	1293	3480	3026	1667
100037396	1	7	9	3	4	5
100038347	0	0	2	0	0	0
100038349	0	0	0	0	0	0
100038353	0	0	0	0	0	0
100038356	0	0	1	0	0	1
100038357	0	0	0	0	0	0
100038358	0	0	0	0	0	0
100038359	0	0	0	0	0	0
100038361	0	0	0	0	1	0
100038363	226	96	3854	334	90	4380
100038371	1	0	1	1	0	2
100038374	0	0	0	0	0	0
100038376	2	0	0	1	0	0
100038378	3	1	1	0	1	3
100038380	0	0	0	0	0	0
100038381	0	4	4	4	0	7
100038382	0	0	1	0	0	0
100038383	0	0	0	0	0	0
100038384	0	0	0	0	0	0
100038388	2	2	14	5	4	12
100038391	0	1	0	0	0	0
100038392	18	19	20	9	12	15
100038394	0	0	0	0	0	0
100038395	0	0	0	0	0	0
100038398	2	10	0	2	5	1
100038399	0	0	0	0	0	0
100038410	0	0	0	0	0	0
100038411	1	1	0	0	0	0
100038412	3	0	0	1	0	0
100038413	0	0	0	0	0	0
100038414	0	0	0	0	0	0
100038416	4	7	5	10	4	6
100038417	0	0	0	0	0	0
100038419	0	0	0	0	0	0
100038420	0	0	0	0	0	0
100038421	0	0	0	0	0	0
100038424	0	0	0	3	1	0
100038425	41	44	33	37	49	32
100038429	0	0	0	0	0	0
100038431	0	0	0	0	0	0
100038433	0	2	9	1	1	4
100038436	0	0	0	0	0	0
100038439	0	0	0	0	0	0
100038440	0	0	0	0	0	0
100038452	0	0	2	0	0	0
100038453	0	0	8	2	4	9
100038454	1	3	0	0	1	0
100038460	2	3	2	0	0	2
100038464	2	5	4	0	2	6
100038467	0	0	0	0	0	0
100038468	1	0	5	1	0	2
100038470	0	0	0	0	0	0
100038478	0	1	0	1	0	2
100038479	0	0	0	0	0	0
100038481	0	0	0	0	0	0
100038486	0	0	0	0	0	0
100038487	0	0	0	0	0	0
100038489	0	0	0	0	0	0
100038493	0	0	0	0	0	0
100038494	0	0	0	0	0	0
100038496	1	0	0	1	2	2
100038498	0	0	0	0	0	0
100038504	8	1	3	3	9	2
100038506	0	0	0	0	0	0
100038508	3	3	0	2	5	0
100038509	0	0	0	0	0	0
100038513	0	0	0	0	0	0
100038514	0	0	0	0	0	0
100038516	0	0	5	4	3	4
100038522	0	6	0	6	0	3
100038525	3	4	1	2	1	3
100038526	4	12	11	4	7	5
100038528	2	6	2	8	3	2
100038529	0	0	0	0	0	0
100038532	0	0	4	2	2	5
100038537	0	0	0	0	0	0
100038538	13	21	31	27	13	33
100038541	5	5	31	3	1	24
100038545	0	0	0	0	0	0
100038546	0	0	0	0	0	0
100038547	0	0	0	0	0	0
100038548	215	192	345	206	163	367
100038551	0	0	0	0	0	0
100038554	0	0	0	0	0	0
100038555	0	0	0	0	0	0
100038556	0	0	0	0	0	0
100038558	4	4	4	2	3	6
100038560	0	0	1	1	1	0
100038561	0	0	0	0	0	0
100038563	0	0	0	0	0	0
100038566	4	4	8	2	4	11
100038569	0	0	0	0	0	0
100038570	1	0	0	0	0	2
100038571	0	0	0	0	0	0
100038573	0	0	0	0	0	0
100038574	0	0	0	0	0	0
100038575	0	0	0	0	0	0
100038577	1	0	0	0	0	0
100038582	0	0	0	0	0	0
100038584	0	0	0	0	0	0
100038587	1	3	1	1	0	2
100038589	0	0	1	0	0	0
100038590	1	2	3	1	1	1
100038591	8	11	11	8	13	18
100038595	11	4	13	19	5	24
100038596	0	0	0	0	0	0
100038599	0	0	0	0	0	0
100038600	0	0	0	0	0	0
100038602	9	11	5	9	5	2
100038605	7	25	1	5	13	2
100038606	0	0	0	0	0	0
100038607	0	0	0	0	0	0
100038608	0	3	2	0	3	1
100038610	0	0	0	0	0	0
100038614	8	11	8	11	16	10
100038617	0	0	0	0	0	0
100038618	3	5	0	2	3	0
100038621	0	0	0	0	0	0
100038623	0	0	0	0	0	0
100038625	0	0	0	0	0	0
100038627	0	0	0	0	0	0
100038628	0	0	0	0	0	0
100038629	0	0	1	0	1	1
100038636	0	0	1	1	0	0
100038638	1	0	0	1	0	2
100038644	0	0	0	0	0	0
100038647	0	3	2	2	2	1
100038648	0	0	0	0	0	0
100038649	0	0	0	0	0	0
100038651	0	0	0	0	0	0
100038652	0	0	0	0	0	0
100038653	0	0	0	0	0	0
100038657	0	0	0	0	0	0
100038659	53	100	8	12	44	8
100038662	0	0	0	0	0	0
100038666	0	0	0	0	0	0
100038667	0	0	0	0	0	0
100038668	0	0	0	0	0	0
100038671	0	0	0	0	0	0
100038674	0	0	0	0	0	0
100038681	8	8	9	5	5	9
100038683	0	0	0	0	0	0
100038688	0	0	0	0	0	0
100038689	0	0	0	0	0	0
100038691	0	3	0	0	0	0
100038693	12	15	11	22	14	10
100038695	5	5	1	4	3	3
100038696	15	6	16	12	15	16
100038697	0	0	0	2	1	1
100038699	0	0	0	0	0	0
100038700	0	0	1	0	0	0
100038706	0	0	0	0	0	0
100038707	10	12	8	10	13	15
100038708	0	0	0	0	0	0
100038709	0	0	0	0	0	0
100038711	0	0	0	0	0	0
100038712	12	16	15	26	8	16
100038713	0	0	0	0	0	0
100038714	0	0	0	0	0	0
100038717	0	1	0	0	0	0
100038718	0	0	1	0	0	0
100038722	4	14	7	2	5	8
100038724	0	0	0	0	0	0
100038725	210	197	121	180	195	115
100038728	0	1	0	0	1	0
100038730	2	0	2	0	1	2
100038732	0	0	0	0	0	0
100038734	0	0	0	1	0	0
100038735	0	0	6	3	0	12
100038739	15	17	29	19	9	35
100038743	0	0	0	0	0	0
100038746	19	22	30	24	29	39
100038752	0	0	0	0	2	2
100038846	0	0	0	0	0	0
100038847	0	0	0	0	0	0
100038850	0	0	0	0	0	0
100038852	0	1	0	0	0	0
100038854	0	0	0	1	0	0
100038859	0	0	0	0	0	0
100038860	0	0	0	0	0	0
100038862	0	0	0	0	0	0
100038882	8494	7641	101	9994	5986	108
100038909	24	6	103	54	14	131
100038912	0	0	0	0	0	0
100038914	0	0	0	0	0	0
100038927	0	0	0	0	0	0
100038937	0	0	0	0	0	0
100038941	0	0	0	0	0	0
100038944	0	0	0	0	0	0
100038947	368	297	240	667	435	306
100038948	0	0	0	0	0	0
100038949	0	0	0	0	0	0
100038967	0	0	0	0	0	0
100038969	0	0	0	0	0	0
100038971	0	0	0	0	0	0
100038977	0	0	0	0	0	0
100038982	0	0	0	0	0	0
100038987	0	0	0	0	0	0
100038992	0	0	0	0	0	0
100038993	0	0	0	0	0	0
100038995	0	0	0	0	0	0
100038997	0	0	0	0	0	0
100038999	23	12	15	13	14	18
100039008	0	0	1	0	0	0
100039010	0	0	0	0	0	0
100039014	0	0	0	0	0	0
100039017	1	2	7	3	1	4
100039019	0	0	0	0	0	0
100039027	22	51	20	16	34	35
100039028	0	0	6	0	0	0
100039029	0	0	0	0	0	0
100039030	0	0	0	0	0	0
100039032	1	0	0	0	0	0
100039034	0	0	0	0	0	0
100039042	0	0	0	0	0	0
100039043	0	1	0	1	0	0
100039044	0	0	0	0	0	0
100039045	0	0	0	0	0	0
100039052	0	0	0	0	0	0
100039053	0	0	0	0	0	0
100039054	0	0	4	0	0	0
100039055	0	0	0	0	0	0
100039060	0	1	1	0	1	0
100039062	1	0	2	2	1	0
100039065	0	0	0	0	0	0
100039068	0	0	0	0	0	0
100039076	0	0	0	0	0	0
100039078	1	0	0	0	1	0
100039086	0	0	0	0	0	0
100039087	0	0	0	0	0	0
100039089	0	0	0	0	0	0
100039100	0	0	0	0	0	0
100039116	0	0	23	0	0	1
100039120	0	0	0	0	0	0
100039123	40	21	33	41	28	34
100039129	0	0	0	0	0	0
100039138	0	0	0	0	0	0
100039139	6	10	138	10	6	122
100039150	0	0	1	0	0	0
100039151	0	0	0	0	0	0
100039162	0	0	0	0	0	0
100039175	0	0	0	0	0	0
100039176	0	0	0	0	0	0
100039177	0	0	0	0	0	0
100039179	0	0	0	0	0	0
100039192	0	1	0	4	0	0
100039194	0	0	0	0	0	0
100039206	0	0	14	0	0	0
100039208	0	0	0	0	0	0
100039209	0	0	0	0	0	0
100039210	0	0	0	0	0	0
100039211	0	0	0	0	0	0
100039213	0	0	0	0	0	0
100039222	0	0	0	0	0	0
100039227	0	0	0	0	0	0
100039239	0	0	0	0	0	0
100039240	0	0	0	0	0	0
100039246	0	0	0	0	0	0
100039252	29	26	28	44	26	26
100039257	0	0	0	0	0	0
100039269	0	0	0	0	1	0
100039271	0	0	0	0	0	0
100039280	0	0	0	0	0	0
100039293	0	0	0	0	0	0
100039294	0	0	0	0	0	0
100039304	0	1	2	1	1	2
100039307	0	0	0	0	0	0
100039315	0	0	0	0	0	0
100039319	0	0	0	0	0	0
100039324	0	0	0	0	0	0
100039331	0	0	0	0	0	0
100039334	0	0	0	0	0	0
100039344	0	0	0	0	0	0
100039348	0	0	0	0	0	0
100039350	0	0	0	0	0	0
100039353	0	1	0	0	1	0
100039374	0	0	0	0	0	0
100039377	0	0	0	0	0	0
100039393	0	0	0	0	0	0
100039419	45	31	33	38	26	37
100039422	17	12	9	8	11	13
100039436	0	0	0	0	0	0
100039444	0	0	0	0	0	0
100039446	0	0	1	0	0	3
100039452	0	0	0	0	0	0
100039467	0	0	0	0	0	0
100039478	0	0	0	0	0	0
100039479	0	0	0	0	0	0
100039484	5	9	3	37	4	12
100039495	4	0	1	1	1	3
100039499	0	0	0	0	0	0
100039503	0	0	0	0	0	0
100039521	1	0	0	2	1	0
100039522	0	0	0	0	0	0
100039523	0	0	0	0	0	0
100039532	3	3	1	7	8	1
100039545	0	0	0	0	0	0
100039550	0	0	0	0	0	0
100039551	0	0	0	0	0	0
100039571	245	204	273	190	253	326
100039573	0	0	0	0	0	0
100039574	0	0	0	0	0	0
100039585	0	0	0	0	0	0
100039589	0	0	0	0	0	0
100039595	0	0	0	0	0	0
100039596	3	0	0	0	0	0
100039602	0	0	0	0	0	0
100039614	0	0	0	0	0	0
100039636	115	102	98	86	88	135
100039641	0	0	0	0	0	0
100039655	0	0	0	0	0	0
100039659	0	0	0	0	0	0
100039672	0	0	0	0	0	0
100039673	0	0	0	0	0	0
100039674	6	5	0	4	7	0
100039675	0	0	0	0	0	0
100039681	1	8	4	4	13	3
100039684	1	4	13	15	6	19
100039691	0	0	0	0	0	0
100039693	0	0	0	0	0	0
100039706	0	0	0	0	0	0
100039707	280	240	186	264	274	275
100039719	0	0	0	0	0	0
100039724	0	0	0	0	0	0
100039727	0	0	0	0	0	0
100039728	0	0	0	0	0	0
100039731	2	5	11	3	11	7
100039732	0	0	0	0	0	0
100039739	0	0	0	0	0	0
100039741	4	0	1	1	2	0
100039746	4	8	10	12	5	4
100039748	11	12	11	12	11	8
100039752	0	0	0	0	0	0
100039753	0	0	0	0	0	0
100039757	0	0	0	0	0	0
100039763	0	0	0	0	0	0
100039768	16	10	31	7	8	14
100039781	0	0	0	0	0	0
100039786	25	27	19	16	23	25
100039789	1	0	0	0	0	0
100039790	0	0	0	0	0	0
100039794	14	13	0	8	6	0
100039795	0	0	0	0	0	0
100039796	9234	10818	9	8381	9633	10
100039801	0	0	0	0	0	0
100039805	4	4	2	2	0	2
100039810	0	0	0	0	0	0
100039815	0	0	0	0	0	0
100039826	5	5	1	2	2	3
100039830	0	2	0	0	5	5
100039842	0	0	0	0	0	0
100039848	0	0	0	0	0	0
100039863	0	0	0	0	0	0
100039864	170	138	120	147	157	125
100039876	0	0	0	0	0	0
100039890	0	0	0	0	0	0
100039895	1	0	0	0	0	1
100039897	0	0	0	0	0	0
100039899	0	0	0	0	0	0
100039901	0	0	0	0	0	0
100039904	0	0	0	0	0	0
100039905	0	0	0	0	0	0
100039913	0	0	0	0	0	0
100039914	0	0	0	0	0	0
100039934	0	0	0	0	0	0
100039939	0	0	0	0	0	0
100039948	0	0	0	0	0	0
100039954	0	0	0	0	0	0
100039957	1	3	3	1	0	1
100039968	185	181	215	203	184	246
100039973	0	0	0	0	0	0
100039988	8	13	8	10	9	12
100040000	7	11	5	14	5	8
100040016	0	0	0	0	0	0
100040018	7	11	10	16	13	17
100040020	0	0	0	0	0	0
100040022	0	0	0	0	0	0
100040031	0	0	0	0	0	0
100040035	0	0	0	0	0	0
100040044	0	0	0	0	0	0
100040048	0	0	0	0	0	0
100040049	24	41	37	49	34	49
100040052	14	9	10	5	6	7
100040054	0	0	0	0	0	0
100040083	0	0	0	0	0	0
100040110	1	0	1	0	0	0
100040123	4	3	3	2	4	2
100040135	9	10	0	4	1	0
100040160	0	0	0	0	0	0
100040171	0	0	0	0	0	0
100040187	0	0	0	0	0	0
100040196	0	0	0	0	0	0
100040201	0	0	0	0	0	0
100040208	0	0	0	0	0	0
100040213	1	1	0	4	1	0
100040214	0	0	0	0	0	0
100040220	261	168	209	293	199	213
100040223	0	0	0	0	0	0
100040233	0	0	0	0	0	0
100040244	15	18	19	33	15	22
100040248	0	0	0	0	0	0
100040249	0	0	0	0	0	0
100040260	5	3	2	2	2	3
100040262	0	0	0	0	0	0
100040263	0	0	0	0	0	0
100040264	0	0	0	0	0	0
100040268	0	0	0	0	0	0
100040276	0	0	0	0	0	0
100040293	0	0	0	0	0	0
100040294	0	0	1	0	0	2
100040297	875	826	523	880	709	681
100040298	59	16	33	32	26	37
100040299	0	0	0	0	0	0
100040317	0	0	0	0	0	0
100040320	0	3	0	0	3	1
100040322	7	10	12	6	10	17
100040335	0	0	0	0	0	0
100040339	0	0	0	0	0	0
100040357	0	0	0	0	0	0
100040363	0	0	0	0	0	0
100040377	47	29	36	37	44	24
100040382	0	0	0	0	0	0
100040392	0	0	0	0	0	0
100040400	0	0	0	0	0	0
100040410	0	0	0	0	0	2
100040416	15	3	6	2	6	8
100040417	0	0	0	0	0	0
100040418	0	0	0	0	0	0
100040421	0	0	0	0	0	0
100040429	0	0	0	0	0	0
100040447	0	0	0	0	0	0
100040448	0	0	0	0	0	0
100040458	0	0	0	0	0	0
100040462	4390	4636	455	5643	4231	476
100040465	4	3	5	8	0	2
100040467	0	0	0	0	0	0
100040482	0	0	0	0	0	0
100040483	0	0	0	0	0	0
100040489	0	0	0	0	0	0
100040494	0	0	0	0	0	0
100040500	9	5	12	6	3	7
100040505	91	60	59	73	67	70
100040509	0	0	0	0	0	0
100040525	5	14	18	13	4	11
100040529	0	0	0	0	0	0
100040531	265	174	89	246	202	106
100040533	0	0	0	0	0	0
100040543	8	14	6	11	11	12
100040552	0	0	0	0	0	0
100040557	0	0	0	0	0	0
100040563	113	66	71	115	56	95
100040564	0	0	0	0	0	0
100040567	0	0	0	0	0	2
100040572	11	38	5	15	21	14
100040591	3	6	0	1	3	2
100040595	0	0	0	0	0	0
100040599	0	0	0	0	1	0
100040606	0	0	0	0	0	0
100040608	41	61	18	34	32	48
100040617	0	0	0	0	0	0
100040635	0	0	0	0	0	0
100040636	0	0	0	0	0	0
100040654	1	2	2	13	3	0
100040657	0	0	0	0	0	0
100040667	0	1	0	0	0	0
100040671	0	0	0	0	0	0
100040673	0	0	0	0	0	0
100040682	55	90	33	91	62	37
100040697	0	0	0	0	0	0
100040698	0	0	0	0	0	0
100040711	0	1	4	0	0	2
100040712	0	0	0	0	0	0
100040714	0	0	0	0	0	0
100040724	0	0	0	0	0	0
100040732	0	0	0	0	0	0
100040736	14	14	19	11	14	24
100040766	23	23	32	26	24	26
100040771	0	0	0	0	0	0
100040781	0	0	0	0	0	0
100040786	0	0	0	0	0	0
100040792	0	0	0	0	0	0
100040822	1	5	1	3	3	1
100040843	0	0	0	0	0	0
100040851	0	0	0	0	0	0
100040852	0	0	0	0	0	0
100040854	0	0	0	0	0	0
100040859	0	0	0	0	0	0
100040861	0	0	0	0	0	0
100040867	0	0	0	0	0	0
100040870	0	0	0	0	0	0
100040873	0	0	0	0	0	0
100040880	0	0	0	0	0	0
100040882	5	4	1	2	1	4
100040885	0	0	0	0	0	0
100040894	0	0	0	0	0	0
100040897	0	0	0	0	0	0
100040899	0	0	0	0	0	0
100040911	0	0	0	0	0	0
100040923	0	0	0	0	0	0
100040926	0	0	0	0	0	0
100040928	0	0	0	0	0	0
100040929	3	2	1	3	2	6
100040937	0	0	0	0	0	0
100040944	2	3	1	2	1	1
100040961	45	21	38	25	32	24
100040963	0	0	0	0	0	0
100040972	0	0	0	0	0	0
100040974	0	0	0	0	0	0
100040981	0	0	0	0	0	0
100040991	0	0	0	0	0	0
100040997	0	0	0	0	0	1
100040999	11	9	7	6	13	8
100041003	0	0	0	0	0	0
100041012	0	0	0	0	0	0
100041014	0	0	0	0	0	0
100041019	0	0	0	0	0	0
100041032	0	0	0	0	0	0
100041033	0	0	0	0	0	0
100041054	0	0	0	0	0	0
100041057	0	0	0	0	0	0
100041062	0	0	0	0	0	0
100041076	0	0	0	0	0	0
100041077	0	0	0	0	0	0
100041080	0	0	0	0	0	0
100041085	29	62	15	34	33	24
100041089	0	0	0	0	0	0
100041096	0	0	0	0	0	0
100041098	115	103	125	121	93	129
100041102	0	0	0	0	0	0
100041106	9	9	10	12	18	8
100041107	0	0	0	0	0	0
100041108	0	0	0	0	0	0
100041115	0	0	0	0	0	0
100041117	0	0	0	0	0	0
100041119	0	0	0	0	0	0
100041120	1	3	2	4	0	3
100041121	0	0	0	0	0	0
100041139	0	0	0	0	0	0
100041141	0	0	0	0	0	0
100041142	0	0	0	0	0	0
100041146	18	12	31	29	8	33
100041151	0	0	0	0	0	0
100041168	0	0	0	0	0	0
100041177	0	0	0	0	0	0
100041179	0	0	0	0	0	0
100041184	0	0	0	0	0	0
100041187	0	0	0	0	0	0
100041194	345	326	230	326	215	276
100041207	0	0	0	0	0	0
100041223	0	0	0	0	0	0
100041224	0	0	0	0	0	0
100041230	4	2	3	8	1	0
100041231	18	9	32	9	11	31
100041241	0	0	0	0	0	0
100041244	10	7	6	19	16	13
100041250	0	0	0	0	0	0
100041253	0	0	0	0	0	0
100041255	0	0	0	0	0	0
100041256	0	0	0	0	0	0
100041261	0	0	1	0	0	0
100041262	0	0	0	0	0	0
100041264	0	0	0	0	0	0
100041273	18	13	13	33	16	29
100041279	0	0	0	0	0	0
100041281	0	0	0	0	0	0
100041283	0	0	0	0	0	0
100041284	0	0	0	0	0	0
100041286	67	29	69	52	37	77
100041290	1	4	1	0	0	5
100041293	0	0	0	0	0	0
100041294	6	6	5	1	8	4
100041296	0	0	0	0	0	0
100041306	0	0	0	0	0	0
100041309	0	0	0	0	0	0
100041311	0	1	0	1	0	0
100041317	0	0	0	0	0	0
100041336	0	0	0	0	0	0
100041339	0	0	0	0	0	0
100041345	0	0	0	0	0	0
100041346	0	0	0	0	0	0
100041347	0	0	0	0	0	0
100041351	0	0	0	0	0	0
100041352	4	1	2	1	5	7
100041354	0	0	0	0	0	0
100041362	0	0	0	0	0	0
100041373	0	0	0	0	0	0
100041374	0	0	0	0	0	0
100041375	0	0	0	0	0	0
100041379	1	2	3	4	1	0
100041380	0	0	0	0	0	0
100041412	1	0	0	0	0	0
100041433	1	2	7	3	0	3
100041440	0	0	0	0	0	0
100041449	0	0	0	0	0	0
100041450	0	0	0	0	0	0
100041478	303	270	395	290	321	536
100041480	65	51	56	57	51	48
100041481	0	0	0	0	0	0
100041488	0	0	0	0	0	0
100041490	3	0	1	3	0	4
100041504	0	0	0	0	0	0
100041505	0	0	0	0	0	0
100041515	0	0	0	0	0	0
100041516	0	0	0	0	0	0
100041536	0	0	0	0	0	0
100041546	27328	24271	38081	23651	25580	36060
100041548	0	0	0	0	0	0
100041549	0	0	0	0	0	0
100041550	0	0	0	0	0	0
100041554	0	0	0	0	0	0
100041562	1	1	0	1	0	0
100041566	0	0	0	0	0	0
100041574	66	24	100	54	40	69
100041576	147	156	176	179	146	169
100041578	0	0	0	0	0	0
100041579	0	0	0	0	0	0
100041581	0	0	0	0	0	1
100041585	14	9	16	16	11	14
100041586	0	0	0	0	0	0
100041593	0	0	0	0	0	0
100041594	0	0	0	0	0	0
100041596	0	0	0	0	0	0
100041598	0	0	0	0	0	0
100041599	0	0	0	0	0	0
100041605	0	0	0	0	0	0
100041618	0	0	0	0	0	0
100041621	18	11	29	34	19	45
100041631	0	0	0	0	0	0
100041639	0	0	0	1	0	0
100041642	0	0	0	0	0	0
100041649	678	728	791	665	662	891
100041651	0	0	0	0	0	0
100041654	21	34	3	32	27	0
100041655	23	25	24	34	37	41
100041658	0	1	36	0	0	3
100041662	0	0	0	0	0	0
100041664	0	0	0	0	0	0
100041672	0	0	0	0	0	0
100041677	561	541	579	676	453	603
100041678	0	0	0	0	0	0
100041680	1	1	0	0	0	0
100041682	0	0	0	0	0	0
100041683	0	0	0	0	0	0
100041687	0	1	1	0	0	0
100041688	0	0	0	0	0	0
100041694	4	3	8	4	5	7
100041697	7	12	15	11	9	15
100041698	0	0	0	0	0	0
100041702	0	0	0	0	0	0
100041703	6	3	2	2	2	5
100041708	0	0	0	0	0	0
100041712	0	0	0	0	0	0
100041714	0	0	0	0	0	0
100041722	0	0	0	0	0	0
100041724	0	0	0	0	0	0
100041749	0	0	0	0	0	0
100041751	0	0	0	0	0	0
100041759	0	0	0	0	0	0
100041776	0	0	0	0	0	0
100041781	0	0	0	0	0	0
100041787	0	0	0	0	0	0
100041789	0	0	0	0	0	0
100041797	44	46	27	47	42	40
100041806	0	0	0	0	0	0
100041809	0	0	0	0	0	0
100041811	0	0	0	0	0	0
100041812	0	0	0	0	0	0
100041813	0	0	0	0	0	0
100041818	0	0	0	0	0	0
100041824	0	0	0	0	0	0
100041825	0	0	0	0	0	0
100041840	0	0	0	0	0	0
100041864	3	5	2	7	3	5
100041874	0	0	0	0	0	0
100041877	0	0	0	0	0	0
100041890	0	0	0	0	0	0
100041895	0	0	0	0	0	0
100041897	0	0	0	0	0	0
100041903	0	0	0	0	0	0
100041913	0	0	0	0	0	0
100041922	0	0	0	0	0	0
100041925	21	15	12	20	17	18
100041934	0	0	0	0	0	0
100041948	1051	759	774	836	912	969
100041952	0	0	0	0	0	0
100041953	304	284	238	248	218	270
100041958	0	0	0	0	0	0
100041964	0	0	0	0	0	0
100041965	65	52	59	51	43	79
100041966	0	0	0	0	0	0
100041973	0	0	0	0	0	0
100041975	3	1	1	1	0	1
100041979	19	19	27	10	13	30
100041986	1	0	0	1	0	4
100041987	0	0	0	0	0	0
100041995	2	3	1	3	0	1
100042008	3319	2859	3432	3048	2789	3710
100042012	0	0	0	0	0	0
100042013	0	0	0	0	0	0
100042014	1	0	0	0	0	0
100042019	0	0	0	0	0	0
100042023	4	0	0	0	0	1
100042024	0	0	0	0	0	0
100042025	8	54	4	7	15	6
100042049	11	7	10	5	4	16
100042054	0	0	0	0	0	0
100042055	0	0	0	0	0	0
100042056	0	1	1	0	0	0
100042057	0	0	0	0	0	0
100042065	0	0	0	0	0	0
100042069	291	182	259	251	203	294
100042074	6	12	2	3	2	0
100042079	0	0	0	0	0	0
100042080	0	0	0	0	0	0
100042087	0	0	0	0	0	0
100042100	0	0	0	0	0	0
100042103	0	0	0	0	0	0
100042109	0	0	0	0	0	0
100042110	0	0	0	0	0	0
100042114	0	0	0	0	0	0
100042116	0	0	0	0	0	0
100042122	0	0	0	0	0	0
100042125	7	3	4	6	4	3
100042129	0	0	0	0	0	0
100042130	0	0	0	0	0	0
100042132	0	0	0	0	0	0
100042143	0	0	0	0	0	0
100042144	0	0	0	0	0	0
100042149	0	0	0	0	0	0
100042150	4	10	7	2	8	8
100042159	0	0	0	0	0	0
100042165	186	125	260	153	133	250
100042168	0	0	0	0	0	0
100042173	8	3	4	7	11	11
100042175	0	0	0	0	0	0
100042178	0	0	0	0	0	0
100042182	0	0	0	0	0	0
100042194	0	0	0	0	0	0
100042195	0	0	0	0	0	0
100042198	0	0	0	1	0	0
100042201	0	0	0	0	0	0
100042217	0	0	0	0	0	0
100042235	0	0	0	0	0	0
100042254	0	0	0	0	0	0
100042268	0	0	0	0	0	0
100042275	0	0	0	0	0	0
100042277	1	0	0	0	0	0
100042279	0	0	0	0	0	0
100042295	0	0	0	0	0	0
100042304	0	0	0	0	0	0
100042311	0	0	0	0	0	0
100042314	0	0	0	0	0	0
100042318	0	0	0	0	0	0
100042321	0	0	0	0	0	0
100042332	0	9	13	13	3	7
100042335	1	7	1	10	4	2
100042337	0	0	0	0	0	0
100042342	0	0	0	0	0	0
100042355	17	11	22	20	14	7
100042357	0	0	0	0	0	0
100042372	0	0	0	0	0	0
100042391	0	0	0	0	0	0
100042395	0	0	0	0	0	0
100042401	0	0	0	0	0	0
100042410	0	0	0	0	0	0
100042411	0	2	1	0	0	0
100042415	0	0	0	0	0	0
100042417	0	0	0	0	0	0
100042419	0	0	0	0	0	0
100042424	173	157	155	153	125	149
100042428	0	0	0	0	0	0
100042435	0	0	0	0	0	0
100042437	0	0	0	0	0	0
100042440	0	0	0	0	0	0
100042443	0	0	0	0	0	0
100042444	0	0	0	0	0	0
100042450	0	0	0	0	0	0
100042453	0	0	0	0	0	0
100042464	1	0	0	0	0	1
100042470	0	0	0	0	0	0
100042475	0	0	0	0	0	0
100042479	0	0	0	0	0	0
100042480	15	25	71	38	18	85
100042493	0	0	0	0	0	0
100042494	0	0	0	0	0	0
100042498	1107	1091	776	826	909	830
100042499	0	0	0	0	0	0
100042503	22	12	19	21	14	10
100042509	0	0	0	0	0	0
100042512	0	0	0	0	0	0
100042513	0	0	0	0	0	0
100042514	0	1	0	0	0	0
100042519	0	0	0	0	0	0
100042524	0	0	0	0	0	0
100042533	0	3	0	0	2	0
100042537	0	0	0	0	0	0
100042539	0	0	0	0	0	0
100042547	2	4	12	1	2	5
100042548	0	0	0	0	0	0
100042550	0	0	0	0	0	0
100042554	2	6	2	2	6	7
100042555	0	0	1	0	0	0
100042560	0	0	0	0	0	0
100042561	149	132	96	117	119	117
100042563	0	0	0	0	0	0
100042565	0	0	0	0	0	0
100042568	0	0	0	0	0	0
100042574	0	0	0	0	0	0
100042578	0	0	0	0	0	0
100042579	0	0	0	0	0	0
100042584	0	0	0	0	0	0
100042585	0	0	0	0	0	0
100042588	0	0	0	0	0	0
100042591	0	0	0	0	0	0
100042593	0	0	0	0	0	0
100042594	0	0	0	0	0	0
100042605	0	0	0	0	0	0
100042607	0	0	0	0	0	0
100042614	0	0	0	0	0	0
100042619	0	0	0	0	0	0
100042625	81	77	42	113	59	57
100042634	1	0	0	4	0	0
100042636	0	0	0	0	0	0
100042648	0	0	1	0	0	0
100042649	0	0	0	0	0	0
100042653	0	0	0	0	0	0
100042659	0	0	0	0	0	0
100042663	0	0	0	0	0	0
100042669	0	0	0	0	0	0
100042679	4	2	4	4	4	8
100042682	0	0	0	0	0	0
100042688	0	0	0	0	0	0
100042689	0	0	0	0	0	0
100042690	0	0	0	0	0	0
100042706	0	0	0	0	0	0
100042709	0	0	0	0	0	0
